timestamp,product_id,channel,quantity,price_per_unit
2025-09-23 23:37:00,P0014,mobile_app,8.00,535.88
2025-09-23 07:31:00,P0024,mobile_app,8.00,822.96
2025-09-23 04:04:00,P0037,mobile_app,6.00,213.02
2025-09-23 00:21:00,P0021,mobile_app,13.00,428.41
2025-09-23 20:12:00,P0026,mobile_app,3.00,801.78
2025-09-23 14:59:00,P0025,mobile_app,13.00,543.57
2025-09-23 11:09:00,P0026,mobile_app,12.00,912.45
2025-09-23 03:25:00,P0046,mobile_app,10.00,286.40
2025-09-23 15:24:00,P0043,mobile_app,12.00,693.54
2025-09-23 12:15:00,P0044,mobile_app,9.00,502.84
2025-09-23 10:45:00,P0028,mobile_app,14.00,252.72
2025-09-23 15:48:00,P0018,mobile_app,11.00,640.94
2025-09-23 01:40:00,P0023,mobile_app,8.00,414.14
2025-09-23 19:19:00,P0018,mobile_app,9.00,946.11
2025-09-23 23:34:00,P0022,mobile_app,3.00,309.81
2025-09-23 01:37:00,P0013,mobile_app,6.00,739.76
2025-09-23 02:46:00,P0049,mobile_app,2.00,683.73
2025-09-23 19:42:00,P0042,mobile_app,2.00,284.43
2025-09-23 12:53:00,P0018,mobile_app,5.00,723.21
2025-09-23 04:34:00,P0046,mobile_app,8.00,687.73
2025-09-23 06:06:00,P0043,mobile_app,9.00,924.68
2025-09-23 11:00:00,P0011,mobile_app,6.00,676.28
2025-09-23 14:44:00,P0025,mobile_app,7.00,171.31
2025-09-23 18:10:00,P0041,mobile_app,2.00,968.24
2025-09-23 17:46:00,P0045,mobile_app,14.00,577.23
2025-09-23 11:22:00,P0045,mobile_app,7.00,660.31
2025-09-23 16:06:00,P0025,mobile_app,8.00,691.00
2025-09-23 18:31:00,P0012,mobile_app,13.00,691.44
2025-09-23 15:43:00,P0030,mobile_app,2.00,264.84
2025-09-23 18:36:00,P0046,mobile_app,9.00,829.63
2025-09-23 10:22:00,P0039,mobile_app,13.00,489.43
2025-09-23 07:02:00,P0021,mobile_app,8.00,717.19
2025-09-23 20:35:00,P0040,mobile_app,7.00,238.78
2025-09-23 21:38:00,P0037,mobile_app,6.00,548.97
2025-09-23 18:42:00,P0044,mobile_app,2.00,446.23
2025-09-23 15:39:00,P0042,mobile_app,12.00,973.46
2025-09-23 17:14:00,P0030,mobile_app,7.00,409.34
2025-09-23 07:31:00,P0025,mobile_app,6.00,405.39
2025-09-23 23:24:00,P0020,mobile_app,5.00,607.35
2025-09-23 08:29:00,P0037,mobile_app,6.00,736.88
2025-09-23 16:39:00,P0027,mobile_app,11.00,480.56
2025-09-23 08:23:00,P0041,mobile_app,13.00,159.81
2025-09-23 19:30:00,P0024,mobile_app,6.00,165.38
2025-09-23 14:02:00,P0044,mobile_app,1.00,963.62
2025-09-23 08:53:00,P0013,mobile_app,6.00,590.00
2025-09-23 08:58:00,P0019,mobile_app,11.00,53.22
2025-09-23 21:17:00,P0041,mobile_app,11.00,299.90
2025-09-23 16:53:00,P0019,mobile_app,13.00,816.48
2025-09-23 02:12:00,P0010,mobile_app,1.00,768.73
2025-09-23 21:25:00,P0037,mobile_app,3.00,549.85
2025-09-23 02:09:00,P0036,mobile_app,10.00,229.92
2025-09-23 05:01:00,P0037,mobile_app,10.00,417.77
2025-09-23 01:31:00,P0026,mobile_app,14.00,811.74
2025-09-23 00:35:00,P0035,mobile_app,14.00,635.85
2025-09-23 10:36:00,P0012,mobile_app,2.00,871.08
2025-09-23 22:54:00,P0036,mobile_app,12.00,567.45
2025-09-23 08:13:00,P0010,mobile_app,11.00,708.23
2025-09-23 06:19:00,P0048,mobile_app,2.00,118.89
2025-09-23 06:17:00,P0010,mobile_app,4.00,406.83
2025-09-23 07:07:00,P0047,mobile_app,5.00,920.71
2025-09-23 13:31:00,P0013,mobile_app,8.00,279.09
2025-09-23 09:11:00,P0022,mobile_app,2.00,406.83
2025-09-23 16:20:00,P0019,mobile_app,6.00,131.87
2025-09-23 04:43:00,P0029,mobile_app,7.00,470.16
2025-09-23 15:42:00,P0016,mobile_app,11.00,723.02
2025-09-23 16:48:00,P0040,mobile_app,1.00,999.00
2025-09-23 23:09:00,P0016,mobile_app,13.00,663.19
2025-09-23 00:49:00,P0018,mobile_app,7.00,426.66
2025-09-23 21:35:00,P0048,mobile_app,4.00,716.62
2025-09-23 02:39:00,P0020,mobile_app,12.00,481.41
2025-09-23 19:40:00,P0022,mobile_app,7.00,814.13
2025-09-23 17:27:00,P0039,mobile_app,9.00,114.54
2025-09-23 08:53:00,P0033,mobile_app,2.00,455.07
2025-09-23 11:20:00,P0031,mobile_app,10.00,713.89
2025-09-23 16:58:00,P0037,mobile_app,2.00,598.78
2025-09-23 20:34:00,P0014,mobile_app,12.00,152.99
2025-09-23 23:38:00,P0049,mobile_app,5.00,535.31
2025-09-23 09:01:00,P0048,mobile_app,3.00,393.33
2025-09-23 12:07:00,P0015,mobile_app,11.00,103.30
2025-09-23 04:52:00,P0025,mobile_app,7.00,985.48
2025-09-23 18:41:00,P0034,mobile_app,1.00,405.65
2025-09-23 09:05:00,P0043,mobile_app,4.00,362.04
2025-09-23 00:24:00,P0037,mobile_app,4.00,595.17
2025-09-23 04:50:00,P0046,mobile_app,7.00,386.83
2025-09-23 09:18:00,P0027,mobile_app,13.00,898.90
2025-09-23 02:52:00,P0023,mobile_app,12.00,889.55
2025-09-23 16:00:00,P0031,mobile_app,1.00,691.38
2025-09-23 19:02:00,P0034,mobile_app,12.00,839.95
2025-09-23 04:37:00,P0031,mobile_app,2.00,686.99
2025-09-23 21:38:00,P0025,mobile_app,1.00,860.16
2025-09-23 13:09:00,P0039,mobile_app,1.00,374.72
2025-09-23 13:42:00,P0032,mobile_app,1.00,626.33
2025-09-23 01:10:00,P0029,mobile_app,9.00,739.28
2025-09-23 19:40:00,P0046,mobile_app,6.00,466.01
2025-09-23 18:11:00,P0012,mobile_app,2.00,95.53
2025-09-23 08:48:00,P0022,mobile_app,12.00,69.92
2025-09-23 04:42:00,P0039,mobile_app,8.00,939.34
2025-09-23 12:55:00,P0018,mobile_app,2.00,484.95
2025-09-23 13:52:00,P0020,mobile_app,12.00,396.11
2025-09-23 17:44:00,P0012,mobile_app,7.00,545.41
2025-09-23 19:58:00,P0023,mobile_app,6.00,921.76
2025-09-23 15:26:00,P0012,mobile_app,9.00,769.20
2025-09-23 06:25:00,P0027,mobile_app,8.00,786.05
2025-09-23 19:36:00,P0020,mobile_app,4.00,223.35
2025-09-23 13:34:00,P0030,mobile_app,4.00,838.99
2025-09-23 16:22:00,P0013,mobile_app,4.00,833.95
2025-09-23 00:02:00,P0017,mobile_app,10.00,118.39
2025-09-23 12:55:00,P0042,mobile_app,12.00,881.72
2025-09-23 04:56:00,P0049,mobile_app,10.00,516.40
2025-09-23 15:26:00,P0025,mobile_app,1.00,677.81
2025-09-23 08:05:00,P0023,mobile_app,2.00,569.19
2025-09-23 14:14:00,P0046,mobile_app,13.00,748.18
2025-09-23 11:26:00,P0043,mobile_app,3.00,65.01
2025-09-23 14:04:00,P0028,mobile_app,3.00,863.34
2025-09-23 21:57:00,P0024,mobile_app,12.00,317.16
2025-09-23 17:10:00,P0033,mobile_app,7.00,443.31
2025-09-23 22:25:00,P0046,mobile_app,9.00,210.20
2025-09-23 09:22:00,P0038,mobile_app,7.00,750.00
2025-09-23 00:18:00,P0026,mobile_app,11.00,784.49
2025-09-23 05:14:00,P0020,mobile_app,12.00,533.80
2025-09-23 07:35:00,P0029,mobile_app,10.00,951.24
2025-09-23 23:56:00,P0023,mobile_app,12.00,201.79
2025-09-23 22:21:00,P0043,mobile_app,8.00,393.75
2025-09-23 16:21:00,P0024,mobile_app,13.00,655.48
2025-09-23 15:08:00,P0016,mobile_app,7.00,572.49
2025-09-23 09:10:00,P0023,mobile_app,6.00,907.51
2025-09-23 16:44:00,P0044,mobile_app,3.00,310.63
2025-09-23 22:10:00,P0033,mobile_app,3.00,130.35
2025-09-23 23:09:00,P0046,mobile_app,8.00,784.66
2025-09-23 13:48:00,P0037,mobile_app,13.00,860.18
2025-09-23 18:04:00,P0022,mobile_app,3.00,313.77
2025-09-23 17:46:00,P0042,mobile_app,14.00,657.44
2025-09-23 08:30:00,P0017,mobile_app,8.00,990.60
2025-09-23 01:19:00,P0010,mobile_app,7.00,700.39
2025-09-23 23:43:00,P0013,mobile_app,8.00,432.40
2025-09-23 18:23:00,P0022,mobile_app,10.00,819.23
2025-09-23 09:28:00,P0033,mobile_app,2.00,297.54
2025-09-23 08:05:00,P0023,mobile_app,1.00,677.72
2025-09-23 21:47:00,P0044,mobile_app,11.00,217.39
2025-09-23 03:49:00,P0034,mobile_app,11.00,244.96
2025-09-23 19:15:00,P0044,mobile_app,1.00,334.48
2025-09-23 04:44:00,P0038,mobile_app,8.00,927.17
2025-09-23 22:15:00,P0016,mobile_app,14.00,284.39
2025-09-23 03:02:00,P0016,mobile_app,6.00,982.24
2025-09-23 15:20:00,P0035,mobile_app,10.00,964.77
2025-09-23 10:46:00,P0017,mobile_app,1.00,537.46
2025-09-23 16:16:00,P0045,mobile_app,2.00,363.06
2025-09-23 23:28:00,P0044,mobile_app,13.00,624.33
2025-09-23 14:11:00,P0026,mobile_app,5.00,54.54
2025-09-23 21:01:00,P0021,mobile_app,9.00,228.01
2025-09-23 07:46:00,P0010,mobile_app,8.00,716.67
2025-09-23 12:25:00,P0017,mobile_app,14.00,675.05
2025-09-23 13:41:00,P0048,mobile_app,3.00,485.66
2025-09-23 05:43:00,P0040,mobile_app,12.00,274.52
2025-09-23 20:07:00,P0012,mobile_app,12.00,68.36
2025-09-23 12:51:00,P0037,mobile_app,9.00,198.32
2025-09-23 23:38:00,P0019,mobile_app,6.00,905.47
2025-09-23 09:05:00,P0033,mobile_app,8.00,196.02
2025-09-23 15:14:00,P0032,mobile_app,14.00,808.27
2025-09-23 21:50:00,P0012,mobile_app,7.00,360.42
2025-09-23 04:58:00,P0019,mobile_app,6.00,878.23
2025-09-23 04:04:00,P0013,mobile_app,4.00,98.42
2025-09-23 04:50:00,P0012,mobile_app,10.00,297.67
2025-09-23 04:47:00,P0047,mobile_app,4.00,211.28
2025-09-23 21:37:00,P0027,mobile_app,1.00,263.76
2025-09-23 00:34:00,P0046,mobile_app,2.00,267.59
2025-09-23 10:16:00,P0036,mobile_app,13.00,607.26
2025-09-23 03:04:00,P0012,mobile_app,2.00,830.03
2025-09-23 13:04:00,P0017,mobile_app,2.00,435.49
2025-09-23 08:03:00,P0013,mobile_app,11.00,703.78
2025-09-23 20:06:00,P0023,mobile_app,14.00,706.75
2025-09-23 14:20:00,P0029,mobile_app,6.00,272.52
2025-09-23 21:54:00,P0042,mobile_app,7.00,200.85
2025-09-23 06:42:00,P0014,mobile_app,10.00,626.57
2025-09-23 19:08:00,P0011,mobile_app,10.00,854.82
2025-09-23 06:10:00,P0012,mobile_app,14.00,778.28
2025-09-23 18:27:00,P0017,mobile_app,2.00,70.27
2025-09-23 12:24:00,P0029,mobile_app,4.00,221.06
2025-09-23 19:51:00,P0022,mobile_app,1.00,260.41
2025-09-23 01:48:00,P0020,mobile_app,7.00,986.88
2025-09-23 18:43:00,P0039,mobile_app,12.00,816.97
2025-09-23 21:16:00,P0037,mobile_app,10.00,375.56
2025-09-23 16:41:00,P0016,mobile_app,11.00,422.23
2025-09-23 16:45:00,P0012,mobile_app,2.00,557.44
2025-09-23 22:28:00,P0037,mobile_app,1.00,683.76
2025-09-23 14:44:00,P0027,mobile_app,11.00,398.83
2025-09-23 13:49:00,P0012,mobile_app,8.00,362.81
2025-09-23 06:36:00,P0017,mobile_app,6.00,423.27
2025-09-23 14:28:00,P0023,mobile_app,12.00,811.85
2025-09-23 17:11:00,P0017,mobile_app,9.00,130.31
2025-09-23 07:02:00,P0046,mobile_app,14.00,82.64
2025-09-23 17:33:00,P0035,mobile_app,3.00,77.47
2025-09-23 12:09:00,P0045,mobile_app,8.00,402.93
2025-09-23 08:46:00,P0045,mobile_app,8.00,429.03
2025-09-23 04:37:00,P0034,mobile_app,11.00,562.85
2025-09-23 15:00:00,P0034,mobile_app,14.00,122.32
2025-09-23 11:11:00,P0048,mobile_app,8.00,918.64
2025-09-23 00:01:00,P0022,mobile_app,3.00,433.27
2025-09-23 12:17:00,P0028,mobile_app,2.00,224.41
2025-09-23 05:45:00,P0041,mobile_app,6.00,80.38
2025-09-23 18:46:00,P0014,mobile_app,12.00,434.19
2025-09-23 02:47:00,P0029,mobile_app,6.00,119.13
2025-09-23 07:12:00,P0013,mobile_app,5.00,629.80
2025-09-23 00:47:00,P0012,mobile_app,7.00,618.32
2025-09-23 06:34:00,P0043,mobile_app,7.00,873.02
2025-09-23 01:15:00,P0024,mobile_app,5.00,467.79
2025-09-23 16:42:00,P0046,mobile_app,13.00,643.73
2025-09-23 00:27:00,P0046,mobile_app,10.00,894.68
2025-09-23 18:38:00,P0037,mobile_app,3.00,936.97
