timestamp,product_id,channel,quantity,price_per_unit
2025-09-23 21:31:00,P0029,web_app,10.00,723.74
2025-09-23 23:22:00,P0027,web_app,13.00,942.79
2025-09-23 13:03:00,P0030,web_app,5.00,515.49
2025-09-23 11:47:00,P0020,web_app,6.00,352.30
2025-09-23 04:43:00,P0013,web_app,10.00,783.19
2025-09-23 23:34:00,None,web_app,5.00,606.01
2025-09-23 07:35:00,P0011,web_app,12.00,344.92
2025-09-23 01:56:00,P0011,web_app,11.00,988.60
2025-09-23 01:07:00,P0038,web_app,2.00,498.80
2025-09-23 06:54:00,P0025,web_app,9.00,787.85
2025-09-23 00:01:00,P0018,web_app,-5.00,906.66
2025-09-23 08:09:00,P0019,web_app,3.00,357.09
2025-09-23 22:16:00,P0018,web_app,7.00,331.25
2025-09-23 23:07:00,P0018,web_app,14.00,713.79
2025-09-23 09:09:00,P0031,web_app,4.00,672.87
2025-09-23 19:19:00,P0031,web_app,6.00,752.20
2025-09-23 05:45:00,P0037,web_app,11.00,286.09
2025-09-23 18:29:00,P0048,web_app,13.00,243.73
2025-09-23 17:31:00,P0041,web_app,11.00,881.17
2025-09-23 22:44:00,P0037,web_app,5.00,227.27
2025-09-23 01:21:00,P0028,web_app,3.00,148.30
2025-09-23 17:06:00,P0039,web_app,1.00,578.26
2025-09-23 21:36:00,P0018,web_app,8.00,569.78
2025-09-23 07:49:00,P0024,web_app,10.00,438.81
2025-09-23 23:12:00,P0029,web_app,2.00,324.42
2025-09-23 21:26:00,P0031,web_app,8.00,915.85
2025-09-23 05:47:00,P0046,web_app,13.00,158.70
2025-09-23 08:58:00,P0017,web_app,12.00,847.85
2025-09-23 08:37:00,P0037,web_app,8.00,564.97
2025-09-23 05:48:00,P0018,web_app,8.00,396.88
2025-09-23 17:49:00,P0032,web_app,11.00,946.99
2025-09-23 15:02:00,P0031,web_app,3.00,385.60
2025-09-23 18:45:00,P0023,web_app,6.00,116.74
2025-09-23 12:56:00,P0032,web_app,10.00,273.01
2025-09-23 12:58:00,P0033,web_app,8.00,916.43
2025-09-23 05:35:00,P0047,web_app,13.00,918.67
2025-09-23 14:24:00,P0017,web_app,2.00,799.21
2025-09-23 01:18:00,P0016,web_app,9.00,992.88
2025-09-23 06:39:00,P0022,web_app,11.00,769.59
2025-09-23 11:48:00,P0029,web_app,1.00,920.52
2025-09-23 07:44:00,P0043,web_app,2.00,748.99
2025-09-23 14:15:00,P0011,web_app,7.00,967.60
2025-09-23 00:15:00,P0040,web_app,11.00,93.45
2025-09-23 15:05:00,P0045,web_app,10.00,497.75
2025-09-23 03:09:00,P0017,web_app,8.00,405.29
2025-09-23 12:47:00,P0048,web_app,14.00,954.33
2025-09-23 04:59:00,P0022,web_app,8.00,642.67
2025-09-23 08:04:00,P0024,web_app,2.00,139.77
2025-09-23 04:20:00,P0020,web_app,6.00,669.17
2025-09-23 10:37:00,P0048,web_app,14.00,618.91
2025-09-23 02:10:00,P0048,web_app,4.00,576.78
2025-09-23 04:47:00,P0020,web_app,8.00,180.22
2025-09-23 08:45:00,P0034,web_app,5.00,462.97
2025-09-23 12:28:00,P0036,web_app,1.00,91.68
2025-09-23 17:09:00,P0030,web_app,5.00,644.65
2025-09-23 09:41:00,P0040,web_app,8.00,610.51
2025-09-23 18:02:00,P0017,web_app,10.00,563.76
2025-09-23 01:08:00,P0016,web_app,13.00,939.44
2025-09-23 04:33:00,P0010,web_app,7.00,100.39
2025-09-23 08:50:00,P0019,web_app,1.00,508.30
2025-09-23 08:32:00,P0039,web_app,2.00,572.23
2025-09-23 15:53:00,P0042,web_app,4.00,584.14
2025-09-23 07:59:00,P0039,web_app,10.00,731.71
2025-09-23 07:49:00,P0028,web_app,1.00,476.20
2025-09-23 07:59:00,P0046,web_app,4.00,768.46
2025-09-23 08:23:00,P0041,web_app,1.00,318.06
2025-09-23 17:21:00,P0012,web_app,9.00,810.18
2025-09-23 21:40:00,P0017,web_app,4.00,700.30
2025-09-23 23:55:00,P0037,web_app,5.00,678.82
2025-09-23 07:17:00,P0033,web_app,10.00,138.26
2025-09-23 21:58:00,P0048,web_app,13.00,796.99
2025-09-23 03:52:00,P0041,web_app,14.00,663.19
2025-09-23 08:25:00,P0041,web_app,3.00,697.44
2025-09-23 22:46:00,P0018,web_app,6.00,805.17
2025-09-23 13:18:00,P0038,web_app,2.00,464.08
2025-09-23 19:15:00,P0031,web_app,10.00,105.47
2025-09-23 04:05:00,P0013,web_app,11.00,197.72
2025-09-23 23:36:00,P0042,web_app,6.00,861.93
2025-09-23 17:41:00,P0036,web_app,8.00,663.47
2025-09-23 10:16:00,P0047,web_app,3.00,551.61
2025-09-23 01:27:00,P0019,web_app,9.00,527.97
2025-09-23 01:54:00,P0016,web_app,2.00,278.04
2025-09-23 08:47:00,P0022,web_app,12.00,135.51
2025-09-23 20:11:00,P0049,web_app,9.00,607.53
2025-09-23 07:47:00,P0011,web_app,1.00,495.43
2025-09-23 09:28:00,P0023,web_app,10.00,507.82
2025-09-23 03:23:00,P0048,web_app,1.00,252.35
2025-09-23 19:37:00,P0048,web_app,11.00,605.10
2025-09-23 05:47:00,P0027,web_app,10.00,256.08
2025-09-23 18:09:00,P0032,web_app,3.00,303.87
2025-09-23 20:30:00,P0036,web_app,11.00,931.74
2025-09-23 03:59:00,P0040,web_app,12.00,555.49
2025-09-23 15:26:00,P0042,web_app,7.00,900.32
2025-09-23 11:19:00,P0045,web_app,6.00,445.76
2025-09-23 01:26:00,P0047,web_app,12.00,347.01
2025-09-23 14:01:00,P0020,web_app,10.00,958.29
2025-09-23 07:37:00,P0029,web_app,6.00,207.52
2025-09-23 23:22:00,P0023,web_app,1.00,80.90
2025-09-23 17:21:00,P0048,web_app,11.00,517.24
2025-09-23 15:27:00,P0042,web_app,5.00,622.14
2025-09-23 03:10:00,P0036,web_app,2.00,739.60
2025-09-23 04:35:00,P0036,web_app,8.00,215.59
2025-09-23 04:58:00,P0019,web_app,5.00,271.35
2025-09-23 09:32:00,P0039,web_app,11.00,211.92
2025-09-23 04:35:00,P0013,web_app,9.00,715.10
2025-09-23 14:36:00,P0010,web_app,5.00,65.78
2025-09-23 22:42:00,P0024,web_app,9.00,376.79
2025-09-23 13:06:00,P0019,web_app,5.00,476.83
2025-09-23 19:11:00,P0019,web_app,11.00,682.52
2025-09-23 06:41:00,P0037,web_app,6.00,525.13
2025-09-23 08:05:00,P0041,web_app,10.00,189.30
2025-09-23 08:04:00,P0027,web_app,11.00,416.84
2025-09-23 00:39:00,P0022,web_app,11.00,711.05
2025-09-23 17:38:00,P0017,web_app,10.00,949.81
2025-09-23 23:38:00,P0016,web_app,5.00,177.30
2025-09-23 21:28:00,P0046,web_app,5.00,92.66
2025-09-23 08:49:00,P0029,web_app,14.00,529.31
2025-09-23 20:29:00,P0018,web_app,9.00,275.88
2025-09-23 04:29:00,P0037,web_app,14.00,466.86
2025-09-23 17:35:00,P0034,web_app,8.00,759.35
2025-09-23 17:53:00,P0030,web_app,11.00,668.81
2025-09-23 17:55:00,P0048,web_app,5.00,853.70
2025-09-23 17:01:00,P0031,web_app,13.00,895.73
2025-09-23 14:28:00,P0016,web_app,5.00,162.74
2025-09-23 14:40:00,P0031,web_app,6.00,468.76
2025-09-23 02:08:00,P0026,web_app,2.00,112.60
2025-09-23 20:52:00,P0022,web_app,12.00,736.48
2025-09-23 22:23:00,P0041,web_app,8.00,208.75
2025-09-23 17:54:00,P0019,web_app,4.00,915.25
2025-09-23 20:15:00,P0029,web_app,12.00,489.73
2025-09-23 08:18:00,P0013,web_app,9.00,732.11
2025-09-23 04:12:00,P0018,web_app,14.00,648.01
2025-09-23 00:31:00,P0027,web_app,6.00,891.60
2025-09-23 07:59:00,P0021,web_app,6.00,126.80
2025-09-23 11:41:00,P0019,web_app,4.00,85.04
2025-09-23 21:16:00,P0036,web_app,8.00,490.57
2025-09-23 15:23:00,P0022,web_app,13.00,466.36
2025-09-23 18:15:00,P0017,web_app,10.00,408.31
2025-09-23 18:19:00,P0010,web_app,4.00,306.70
2025-09-23 05:56:00,P0033,web_app,11.00,241.24
2025-09-23 10:46:00,P0043,web_app,5.00,748.56
2025-09-23 09:03:00,P0019,web_app,13.00,808.77
2025-09-23 16:29:00,P0039,web_app,14.00,697.95
2025-09-23 14:29:00,P0035,web_app,2.00,945.71
2025-09-23 03:12:00,P0044,web_app,12.00,834.58
2025-09-23 19:10:00,P0015,web_app,4.00,262.02
2025-09-23 09:04:00,P0048,web_app,4.00,934.28
2025-09-23 19:47:00,P0029,web_app,5.00,717.01
2025-09-23 16:01:00,P0041,web_app,9.00,430.66
2025-09-23 00:32:00,P0045,web_app,11.00,922.45
2025-09-23 15:48:00,P0048,web_app,8.00,192.90
2025-09-23 06:43:00,P0024,web_app,5.00,586.51
2025-09-23 04:02:00,P0034,web_app,10.00,727.58
2025-09-23 19:59:00,P0040,web_app,4.00,458.73
2025-09-23 06:26:00,P0025,web_app,10.00,308.78
2025-09-23 11:34:00,P0012,web_app,12.00,171.61
2025-09-23 23:35:00,P0043,web_app,4.00,307.94
2025-09-23 05:23:00,P0011,web_app,9.00,771.84
2025-09-23 03:29:00,P0023,web_app,2.00,176.82
2025-09-23 18:15:00,P0026,web_app,8.00,356.41
2025-09-23 11:01:00,P0033,web_app,10.00,978.12
2025-09-23 11:34:00,P0033,web_app,5.00,830.13
2025-09-23 07:14:00,P0047,web_app,1.00,489.63
2025-09-23 03:45:00,P0026,web_app,11.00,389.04
2025-09-23 23:56:00,P0014,web_app,13.00,304.36
2025-09-23 13:46:00,P0013,web_app,2.00,517.06
2025-09-23 02:37:00,P0032,web_app,4.00,845.83
2025-09-23 12:05:00,P0047,web_app,3.00,271.90
2025-09-23 18:37:00,P0040,web_app,8.00,905.10
2025-09-23 16:29:00,P0040,web_app,1.00,971.28
2025-09-23 06:39:00,P0012,web_app,8.00,974.16
2025-09-23 13:32:00,P0041,web_app,11.00,96.87
2025-09-23 10:14:00,P0040,web_app,12.00,970.59
2025-09-23 09:40:00,P0011,web_app,12.00,855.47
2025-09-23 03:35:00,P0048,web_app,14.00,121.91
2025-09-23 03:30:00,P0043,web_app,13.00,317.97
2025-09-23 08:42:00,P0027,web_app,4.00,72.73
2025-09-23 01:18:00,P0044,web_app,2.00,274.08
2025-09-23 13:36:00,P0028,web_app,10.00,261.96
2025-09-23 22:16:00,P0018,web_app,11.00,818.84
2025-09-23 19:44:00,P0026,web_app,5.00,333.46
2025-09-23 19:01:00,P0039,web_app,4.00,905.70
2025-09-23 12:09:00,P0034,web_app,2.00,486.21
2025-09-23 10:26:00,P0044,web_app,10.00,462.26
2025-09-23 11:38:00,P0019,web_app,3.00,549.49
2025-09-23 20:24:00,P0047,web_app,9.00,511.25
2025-09-23 09:46:00,P0041,web_app,14.00,74.52
2025-09-23 20:23:00,P0044,web_app,2.00,255.36
2025-09-23 23:41:00,P0016,web_app,1.00,386.86
2025-09-23 10:39:00,P0015,web_app,9.00,608.35
2025-09-23 08:28:00,P0033,web_app,14.00,909.83
2025-09-23 14:51:00,P0017,web_app,2.00,202.44
2025-09-23 07:48:00,P0046,web_app,1.00,728.60
2025-09-23 06:03:00,P0021,web_app,2.00,589.85
2025-09-23 11:37:00,P0039,web_app,14.00,186.89
2025-09-23 02:09:00,P0036,web_app,1.00,375.74
2025-09-23 19:07:00,P0033,web_app,10.00,619.06
2025-09-23 04:31:00,P0034,web_app,6.00,718.95
2025-09-23 15:48:00,P0043,web_app,2.00,402.02
2025-09-23 16:11:00,P0029,web_app,5.00,579.89
2025-09-23 04:49:00,P0027,web_app,3.00,170.69
2025-09-23 01:47:00,P0029,web_app,5.00,289.23
2025-09-23 16:10:00,P0016,web_app,14.00,410.97
2025-09-23 02:05:00,P0018,web_app,7.00,624.41
2025-09-23 18:25:00,P0045,web_app,4.00,561.21
2025-09-23 16:15:00,P0028,web_app,12.00,273.05
2025-09-23 06:45:00,P0037,web_app,10.00,390.80
2025-09-23 08:47:00,P0039,web_app,2.00,719.42
2025-09-23 04:28:00,P0036,web_app,11.00,613.55
2025-09-23 22:55:00,P0043,web_app,12.00,483.95
2025-09-23 15:49:00,P0043,web_app,2.00,262.74
2025-09-23 08:48:00,P0027,web_app,4.00,166.83
2025-09-23 19:16:00,P0030,web_app,14.00,534.89
2025-09-23 03:34:00,P0022,web_app,10.00,370.99
2025-09-23 06:42:00,P0035,web_app,2.00,508.88
2025-09-23 19:39:00,P0040,web_app,7.00,408.91
2025-09-23 16:22:00,P0030,web_app,8.00,448.03
2025-09-23 20:55:00,P0032,web_app,1.00,558.06
2025-09-23 11:12:00,P0046,web_app,12.00,253.56
2025-09-23 06:43:00,P0049,web_app,11.00,626.47
2025-09-23 17:35:00,P0039,web_app,4.00,276.26
2025-09-23 23:13:00,P0021,web_app,13.00,297.08
2025-09-23 01:31:00,P0022,web_app,14.00,505.65
2025-09-23 00:41:00,P0022,web_app,9.00,774.58
2025-09-23 02:47:00,P0023,web_app,11.00,271.04
2025-09-23 01:28:00,P0019,web_app,14.00,769.68
2025-09-23 22:44:00,P0012,web_app,12.00,143.65
2025-09-23 15:18:00,P0041,web_app,13.00,332.96
2025-09-23 20:43:00,P0034,web_app,7.00,909.19
2025-09-23 18:12:00,P0039,web_app,3.00,509.42
2025-09-23 21:15:00,P0046,web_app,2.00,824.01
2025-09-23 11:08:00,P0017,web_app,6.00,770.10
2025-09-23 17:47:00,P0030,web_app,11.00,979.04
2025-09-23 13:57:00,P0020,web_app,9.00,55.81
2025-09-23 04:00:00,P0036,web_app,13.00,130.22
2025-09-23 09:41:00,P0049,web_app,10.00,378.14
2025-09-23 20:15:00,P0037,web_app,5.00,50.32
2025-09-23 16:06:00,P0026,web_app,12.00,486.21
2025-09-23 05:28:00,P0043,web_app,6.00,622.90
2025-09-23 10:59:00,P0010,web_app,13.00,259.20
2025-09-23 00:08:00,P0012,web_app,14.00,158.16
2025-09-23 05:33:00,P0011,web_app,5.00,425.73
2025-09-23 05:06:00,P0030,web_app,3.00,506.48
2025-09-23 04:01:00,P0028,web_app,8.00,123.77
2025-09-23 10:52:00,P0022,web_app,5.00,829.09
2025-09-23 17:36:00,P0038,web_app,5.00,927.51
2025-09-23 07:35:00,P0022,web_app,10.00,681.01
2025-09-23 13:21:00,P0043,web_app,1.00,756.68
2025-09-23 18:56:00,P0015,web_app,7.00,940.36
2025-09-23 01:23:00,P0040,web_app,12.00,262.45
2025-09-23 17:34:00,P0030,web_app,4.00,357.44
2025-09-23 16:40:00,P0043,web_app,8.00,74.21
2025-09-23 12:46:00,P0011,web_app,4.00,780.51
2025-09-23 19:04:00,P0014,web_app,3.00,111.39
2025-09-23 22:19:00,P0019,web_app,10.00,116.67
2025-09-23 22:18:00,P0043,web_app,6.00,447.39
2025-09-23 03:30:00,P0042,web_app,2.00,473.70
2025-09-23 09:11:00,P0049,web_app,11.00,322.38
2025-09-23 15:28:00,P0032,web_app,3.00,258.76
2025-09-23 04:53:00,P0028,web_app,2.00,275.18
2025-09-23 04:24:00,P0012,web_app,11.00,329.37
2025-09-23 19:41:00,P0018,web_app,3.00,787.29
2025-09-23 00:12:00,P0032,web_app,8.00,402.87
2025-09-23 06:45:00,P0012,web_app,7.00,583.98
2025-09-23 17:39:00,P0042,web_app,7.00,440.06
2025-09-23 17:44:00,P0033,web_app,11.00,504.22
2025-09-23 17:52:00,P0022,web_app,6.00,236.02
2025-09-23 15:40:00,P0019,web_app,3.00,667.14
2025-09-23 03:40:00,P0015,web_app,14.00,982.07
2025-09-23 10:05:00,P0042,web_app,14.00,234.20
2025-09-23 05:13:00,P0045,web_app,13.00,74.23
